Nome da Tarefa;Tipo da Tarefa;Tipo da Tarefa ID;Data de Criação;Data de Conclusão;Status;Status Descrição;Usuário;ID do Usuário
Vel veniam a cumque;Tarefa a Ser Feita;2;2023-08-06 08:43:47;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Earum laborum expedita;Tarefa a Ser Feita;2;2023-12-22 19:34:36;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Assumenda incidunt eaque molestiae explicabo laborum molestias qui in;Tarefa a Ser Feita;2;2023-07-09 09:24:39;2023-10-19 09:24:39;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar labore;Item de Compra;1;2024-03-17 04:40:19;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Similique dignissimos consequuntur nihil earum aut esse illum;Tarefa a Ser Feita;2;2023-10-21 06:18:06;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quia tempora natus numquam consequuntur placeat blanditiis;Tarefa a Ser Feita;2;2023-10-12 17:16:12;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar aspernatur;Item de Compra;1;2024-10-01 13:35:27;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Et repellat placeat fugiat voluptates quae;Tarefa a Ser Feita;2;2023-09-01 09:44:52;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quia;Item de Compra;1;2023-12-15 09:56:33;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Officia adipisci perspiciatis;Tarefa a Ser Feita;2;2025-05-02 23:47:39;2025-06-02 21:11:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Iste rem magnam;Tarefa a Ser Feita;2;2023-09-21 05:59:05;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Vero libero ea quidem ratione quod et;Tarefa a Ser Feita;2;2025-04-09 20:16:29;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dignissimos explicabo quia;Tarefa a Ser Feita;2;2023-12-17 16:17:02;2024-12-09 16:17:02;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dicta necessitatibus illum veritatis;Tarefa a Ser Feita;2;2025-04-21 21:02:23;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar perferendis;Item de Compra;1;2023-10-06 22:34:28;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar voluptas;Item de Compra;1;2024-04-01 18:59:11;2024-09-09 18:59:11;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
At vero fugiat fugit temporibus doloribus sit commodi;Tarefa a Ser Feita;2;2024-01-13 19:28:03;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ipsum beatae sapiente ab reiciendis quos quisquam;Tarefa a Ser Feita;2;2024-08-26 08:35:23;2024-10-30 08:35:23;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Tempore accusamus ea iusto;Tarefa a Ser Feita;2;2024-10-10 18:51:54;2025-06-02 20:59:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Maxime voluptas nihil;Tarefa a Ser Feita;2;2024-10-21 04:57:50;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aut iste;Tarefa a Ser Feita;2;2024-07-18 05:07:56;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Odio aperiam praesentium eveniet in sapiente;Tarefa a Ser Feita;2;2024-09-10 05:36:16;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptates itaque;Tarefa a Ser Feita;2;2023-08-17 02:55:54;2023-09-19 02:55:54;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Animi vitae dolores atque ipsa deleniti;Tarefa a Ser Feita;2;2024-02-19 14:22:14;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Neque atque magni voluptate dicta error sit eum;Tarefa a Ser Feita;2;2023-11-19 12:35:36;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ab;Item de Compra;1;2024-02-16 10:36:21;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nobis praesentium ex dolor;Tarefa a Ser Feita;2;2024-04-11 19:33:15;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fugiat quam fugit consequatur;Tarefa a Ser Feita;2;2024-12-24 23:48:21;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar dignissimos;Item de Compra;1;2024-12-08 12:09:33;2025-03-18 12:09:33;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quas suscipit dolor provident;Tarefa a Ser Feita;2;2024-10-11 03:34:40;2025-01-21 03:34:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cumque officiis earum ratione amet;Tarefa a Ser Feita;2;2024-12-27 21:10:31;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Itaque nisi ad sapiente distinctio asperiores;Tarefa a Ser Feita;2;2024-09-10 11:18:58;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Expedita ex reiciendis ad sunt;Tarefa a Ser Feita;2;2024-11-02 07:20:30;2025-06-02 21:01:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Mollitia iusto aperiam modi ipsum sequi provident;Tarefa a Ser Feita;2;2024-12-19 12:22:48;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Minima placeat nisi;Tarefa a Ser Feita;2;2024-10-12 16:57:52;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Mollitia ducimus assumenda;Tarefa a Ser Feita;2;2023-08-05 13:53:48;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar placeat;Item de Compra;1;2025-02-27 10:07:23;2025-04-08 10:07:23;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quo;Item de Compra;1;2025-03-20 02:10:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Odit aliquid similique fuga corrupti;Tarefa a Ser Feita;2;2023-08-18 16:55:40;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aperiam officia provident;Tarefa a Ser Feita;2;2023-12-27 13:27:59;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perferendis quaerat quod eaque;Tarefa a Ser Feita;2;2024-04-08 13:30:46;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Facere excepturi;Tarefa a Ser Feita;2;2023-11-08 10:42:52;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Necessitatibus autem autem;Tarefa a Ser Feita;2;2023-10-13 02:15:13;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptate;Item de Compra;1;2025-03-14 01:54:08;2025-06-01 01:54:08;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar debitis;Item de Compra;1;2023-06-09 22:53:35;2024-05-22 22:53:35;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Possimus voluptatem;Tarefa a Ser Feita;2;2025-03-31 08:02:18;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar itaque;Item de Compra;1;2024-11-30 08:18:14;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dolor;Item de Compra;1;2024-01-05 08:18:54;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar beatae;Item de Compra;1;2025-02-10 13:06:46;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aspernatur beatae fugit aliquam laborum;Tarefa a Ser Feita;2;2023-09-05 10:47:42;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Facere veniam quibusdam sequi ducimus esse quia;Tarefa a Ser Feita;2;2023-06-13 03:30:32;2023-12-10 03:30:32;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar pariatur;Item de Compra;1;2024-03-17 18:11:56;2024-06-28 18:11:56;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Accusamus veniam;Tarefa a Ser Feita;2;2024-11-26 16:35:39;2025-06-02 21:28:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laborum autem ratione;Tarefa a Ser Feita;2;2025-01-01 07:50:47;2025-06-02 21:40:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar iste;Item de Compra;1;2023-06-23 05:30:11;2024-01-28 05:30:11;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perspiciatis;Tarefa a Ser Feita;2;2025-01-25 11:42:07;2025-04-04 11:42:07;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar ut;Item de Compra;1;2025-03-20 15:47:35;2025-06-02 20:48:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Facere quo iste labore veniam nihil repudiandae temporibus;Tarefa a Ser Feita;2;2024-08-17 16:32:15;2025-06-02 20:54:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar vitae;Item de Compra;1;2025-02-24 01:18:44;2025-06-02 20:47:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Repellat omnis;Tarefa a Ser Feita;2;2024-02-18 12:09:40;2024-11-24 12:09:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar totam;Item de Compra;1;2024-06-16 00:45:00;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quasi;Item de Compra;1;2023-08-14 20:14:00;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Hic cupiditate dolorem quos ad non quae;Tarefa a Ser Feita;2;2024-06-18 14:32:21;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores aperiam deserunt;Tarefa a Ser Feita;2;2024-07-08 18:07:42;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar voluptatum;Item de Compra;1;2023-08-29 22:55:02;2024-06-11 22:55:02;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Adipisci vel maiores;Tarefa a Ser Feita;2;2023-09-15 00:03:33;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar laborum;Item de Compra;1;2023-10-31 18:28:23;2024-03-15 18:28:23;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Excepturi atque in quae error tempore;Tarefa a Ser Feita;2;2025-01-11 02:26:52;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Adipisci perferendis eveniet praesentium;Tarefa a Ser Feita;2;2024-10-04 21:51:16;2024-12-31 21:51:16;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Et culpa incidunt atque minima;Tarefa a Ser Feita;2;2025-04-04 18:53:35;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptates porro magni;Tarefa a Ser Feita;2;2023-08-13 06:02:03;2023-08-21 06:02:03;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Architecto amet quae doloremque natus;Tarefa a Ser Feita;2;2024-04-26 01:12:13;2024-07-02 01:12:13;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sunt quisquam dolorem;Tarefa a Ser Feita;2;2025-05-25 05:57:25;2025-06-02 21:22:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quis velit natus;Tarefa a Ser Feita;2;2023-11-28 11:25:50;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quis temporibus ab beatae;Tarefa a Ser Feita;2;2025-01-22 13:22:22;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Pariatur placeat dolore voluptas quae;Tarefa a Ser Feita;2;2023-11-13 19:59:41;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Illum et omnis;Tarefa a Ser Feita;2;2024-05-06 03:50:33;2025-03-20 03:50:33;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Occaecati nobis similique;Tarefa a Ser Feita;2;2024-12-02 03:51:57;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptas laborum quo placeat;Tarefa a Ser Feita;2;2024-09-25 04:12:06;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Accusamus ullam facilis iure magni;Tarefa a Ser Feita;2;2024-05-09 18:51:11;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar suscipit;Item de Compra;1;2023-10-31 04:52:48;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolor doloribus hic velit corrupti quisquam totam;Tarefa a Ser Feita;2;2024-07-09 19:49:36;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Illo veniam magnam ut ab;Tarefa a Ser Feita;2;2023-12-20 08:33:34;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar itaque;Item de Compra;1;2025-05-11 17:06:22;2025-06-02 20:51:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Porro fuga fuga magni;Tarefa a Ser Feita;2;2024-11-13 02:53:37;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Facilis dignissimos dicta quos rerum nam corporis ea;Tarefa a Ser Feita;2;2024-10-09 11:41:11;2025-03-31 11:41:11;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Pariatur facilis occaecati voluptate;Tarefa a Ser Feita;2;2024-01-28 20:39:15;2024-06-02 20:39:15;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quidem occaecati;Tarefa a Ser Feita;2;2024-08-07 09:57:12;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eligendi accusamus magni inventore quos sed modi distinctio;Tarefa a Ser Feita;2;2024-04-30 11:17:59;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolor eaque ab;Tarefa a Ser Feita;2;2023-08-18 15:18:17;2024-03-29 15:18:17;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar minus;Item de Compra;1;2025-01-30 02:46:12;2025-05-01 02:46:12;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quam magni molestias;Tarefa a Ser Feita;2;2025-02-27 12:10:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar earum;Item de Compra;1;2024-05-21 03:31:33;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nulla qui adipisci hic expedita nesciunt vero aut;Tarefa a Ser Feita;2;2024-07-15 00:10:43;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quod culpa magni dolore;Tarefa a Ser Feita;2;2025-01-05 17:45:49;2025-04-30 17:45:49;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar distinctio;Item de Compra;1;2024-01-13 15:07:53;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dolores;Item de Compra;1;2025-03-21 19:10:08;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar enim;Item de Compra;1;2024-09-09 04:10:43;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar autem;Item de Compra;1;2024-05-01 04:12:05;2025-01-17 04:12:05;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
At accusantium sit culpa;Tarefa a Ser Feita;2;2023-12-24 07:53:28;2024-05-08 07:53:28;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tempore inventore amet totam qui aliquam error;Tarefa a Ser Feita;2;2024-11-20 05:50:45;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsa aspernatur rem ullam pariatur temporibus reprehenderit cupiditate deserunt;Tarefa a Ser Feita;2;2024-07-23 06:03:45;2025-04-23 06:03:45;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Facere minima omnis nemo incidunt;Tarefa a Ser Feita;2;2023-12-22 12:06:31;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Neque molestias;Tarefa a Ser Feita;2;2024-10-23 08:05:19;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
In tenetur asperiores quo incidunt non;Tarefa a Ser Feita;2;2025-05-12 09:44:09;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Odio nemo maxime nobis quasi maiores aliquid;Tarefa a Ser Feita;2;2025-03-08 18:51:55;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Cum voluptas odit illum;Tarefa a Ser Feita;2;2024-07-13 03:43:44;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar commodi;Item de Compra;1;2024-03-18 17:25:34;2024-04-20 17:25:34;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar modi;Item de Compra;1;2023-06-24 23:58:20;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eligendi voluptatibus alias similique;Tarefa a Ser Feita;2;2023-06-29 12:13:24;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptas alias inventore placeat;Tarefa a Ser Feita;2;2025-03-27 08:32:28;2025-06-02 21:08:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Earum odit fuga quas;Tarefa a Ser Feita;2;2025-02-02 02:01:25;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Reprehenderit occaecati cumque voluptatibus perferendis illum;Tarefa a Ser Feita;2;2023-10-09 01:35:23;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repellendus sapiente laudantium;Tarefa a Ser Feita;2;2023-07-01 23:34:14;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eaque;Item de Compra;1;2024-12-09 08:05:19;2025-04-24 08:05:19;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ullam;Item de Compra;1;2023-11-29 14:42:08;2024-09-13 14:42:08;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Natus delectus omnis eaque;Tarefa a Ser Feita;2;2024-02-24 15:01:01;2025-02-06 15:01:01;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Id labore sequi fugiat;Tarefa a Ser Feita;2;2023-07-28 03:51:16;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nemo minus doloremque;Tarefa a Ser Feita;2;2024-10-11 01:44:21;2025-02-01 01:44:21;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eligendi repellendus dicta;Tarefa a Ser Feita;2;2024-02-24 04:05:41;2024-06-23 04:05:41;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Reiciendis totam porro repellendus;Tarefa a Ser Feita;2;2023-08-10 20:41:49;2023-11-06 20:41:49;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quaerat;Item de Compra;1;2023-11-24 19:38:18;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Amet aperiam expedita quas quo;Tarefa a Ser Feita;2;2025-02-09 13:40:47;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reiciendis deserunt suscipit eos numquam ipsum;Tarefa a Ser Feita;2;2024-03-17 03:14:16;2024-06-20 03:14:16;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Excepturi placeat sapiente;Tarefa a Ser Feita;2;2024-04-09 07:29:19;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar harum;Item de Compra;1;2024-10-17 15:38:30;2025-06-02 21:30:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar eos;Item de Compra;1;2023-09-18 05:18:21;2023-09-29 05:18:21;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Architecto optio laboriosam nesciunt necessitatibus;Tarefa a Ser Feita;2;2023-12-10 14:14:06;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quam;Item de Compra;1;2023-07-17 02:34:17;2024-03-27 02:34:17;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar cupiditate;Item de Compra;1;2025-01-10 13:29:37;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Hic neque perferendis quas;Tarefa a Ser Feita;2;2024-09-22 23:43:52;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar natus;Item de Compra;1;2025-05-16 19:20:18;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ad;Item de Compra;1;2025-05-26 00:08:06;2025-06-02 21:09:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Minima aliquam aspernatur totam corporis amet aliquam quisquam;Tarefa a Ser Feita;2;2024-07-03 22:13:52;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Praesentium animi facilis dicta;Tarefa a Ser Feita;2;2024-12-24 06:11:55;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eos labore molestias non;Tarefa a Ser Feita;2;2024-01-05 11:39:51;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Accusantium culpa eum;Tarefa a Ser Feita;2;2023-06-20 17:44:59;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sint saepe;Tarefa a Ser Feita;2;2024-08-27 13:31:30;2024-08-28 13:31:30;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Corporis libero asperiores;Tarefa a Ser Feita;2;2024-12-07 00:57:00;2025-04-15 00:57:00;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ducimus;Item de Compra;1;2025-04-20 16:14:31;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
At quam voluptate provident cumque nemo eos earum;Tarefa a Ser Feita;2;2023-07-01 19:23:10;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Expedita amet beatae;Tarefa a Ser Feita;2;2024-08-11 19:10:21;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Non molestias hic nam eum;Tarefa a Ser Feita;2;2023-06-12 14:55:56;2024-02-11 14:55:56;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Non iure corporis illo vitae voluptatem officiis id;Tarefa a Ser Feita;2;2024-03-01 17:00:42;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cumque adipisci quidem;Tarefa a Ser Feita;2;2023-06-11 05:50:05;2023-12-26 05:50:05;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Modi magni culpa amet quibusdam porro esse;Tarefa a Ser Feita;2;2024-04-24 14:19:50;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Totam temporibus ipsam;Tarefa a Ser Feita;2;2024-10-22 16:39:06;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Facilis ipsa nisi asperiores;Tarefa a Ser Feita;2;2024-08-28 00:41:41;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ipsam aut occaecati harum similique vel unde blanditiis;Tarefa a Ser Feita;2;2024-08-30 04:15:02;2025-06-02 21:20:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar culpa;Item de Compra;1;2025-02-19 14:29:04;2025-03-19 14:29:04;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quo omnis quibusdam deserunt ipsum provident;Tarefa a Ser Feita;2;2023-10-26 10:43:04;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptatibus sunt facilis aperiam omnis;Tarefa a Ser Feita;2;2023-11-29 18:02:07;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Temporibus velit recusandae ipsam voluptates placeat;Tarefa a Ser Feita;2;2024-10-10 14:39:11;2025-02-14 14:39:11;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Neque quibusdam ipsam iure fuga ipsum;Tarefa a Ser Feita;2;2024-05-01 07:49:01;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Assumenda ipsa temporibus officiis exercitationem tempora;Tarefa a Ser Feita;2;2024-11-25 11:49:03;2025-04-03 11:49:03;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Illum pariatur nam molestias illo;Tarefa a Ser Feita;2;2023-07-25 22:18:14;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar neque;Item de Compra;1;2024-11-02 06:27:42;2025-05-20 06:27:42;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Doloribus laboriosam accusantium;Tarefa a Ser Feita;2;2023-12-18 11:19:59;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repudiandae autem veritatis ad ex;Tarefa a Ser Feita;2;2024-04-10 13:40:11;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ea;Item de Compra;1;2023-06-18 04:08:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
